"cargo","ciudad","link","empresa","fpublicacion"
"Recepcionista remplazo - Jornada Completa en Antofagasta - .Compañia de Servicios Industriales Ltda","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-remplazo-jornada-completa-en-antofagasta-57263DAC4009E576",".Compañia de Servicios Industriales Ltda","Ayer, 09:49 am"
"Hombres o Mujeres Asistentes de Estacionamiento para Clínica Alemana  Vitacura. en R.Metropolitana - Estacionamientos Central Parking System Chile S.A.","Santiago - Vitacura","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-hombres-o-mujeres-asistentes-de-estacionamiento-para-clinica-alemana-vitacura-en-santiago-vitacura-EE895095F50BA7B3","Estacionamientos Central Parking System Chile S.A.","Ayer, 09:49 am (actualizada)"
"Vigilantes Privados -  Calama (con o sin experiencia) en Antofagasta - RRHHSolution","Calama","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vigilantes-privados--calama-con-o-sin-experiencia-en-calama-FC63D05400C634F3","RRHHSolution","Ayer, 10:25 am (actualizada)"
"Auxiliar administrativo/a en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativoa-en-santiago-centro-80CEC423D1E1248B","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:25 am (actualizada)"
"Operador  Maquinas  Crow  Tarde  en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operador-maquinas-crow-tarde--en-santiago-pudahuel-EAF47B7E50BBD53F","Fuerza Laboral E.S.T. Ltda.","Ayer, 09:51 am (actualizada)"
"Apoyo Administrativo Par- time  - sector Calama  en Antofagasta - Fuerza Laboral E.S.T. Ltda.","Calama","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-apoyo-administrativo-par-time--sector-calama--en-calama-CAA1F2907D0D5A45","Fuerza Laboral E.S.T. Ltda.","Ayer, 09:51 am (actualizada)"
"Operador de Grua - Sector lo  boza en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-grua-sector-lo-boza-en-santiago-pudahuel-EABB148456D0893F","Fuerza Laboral E.S.T. Ltda.","Ayer, 09:51 am (actualizada)"
"Administrativo de ruta  - sector Santiago Centro  en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-de-ruta--sector-santiago-centro--en-santiago-centro-305F96249779EE89","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:24 am (actualizada)"
"Operario  De  San  Bernanrdo - Centro  de  Distribucion en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","San Bernardo","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-san-bernanrdo-centro-de-distribucion-en-san-bernardo-130831F55631B51A","Fuerza Laboral E.S.T. Ltda.","Ayer, 09:51 am (actualizada)"
"Tecnico Electrico - mantenciones preventivas y correctivas  en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Huechuraba","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-electrico-mantenciones-preventivas-y-correctivas--en-santiago-huechuraba-49B86BA34532803A","Fuerza Laboral E.S.T. Ltda.","Ayer, 09:51 am (actualizada)"
"Operario de bodega  - sector Buin  en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Buin","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-bodega--sector-buin--en-buin-158F81875BE52466","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:25 am (actualizada)"
"Operario de bodega turno fijo  - Sector Pudahuel  en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-bodega-turno-fijo--sector-pudahuel--en-santiago-pudahuel-0D1E8C65D2CB06A7","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:25 am (actualizada)"
"Apilador electrico  y  Gruero   - Lo boza en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-apilador-electrico-y-gruero--lo-boza-en-santiago-pudahuel-E6CB265CF231689C","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:25 am (actualizada)"
"Operador de Marmitas - Maipú en R.Metropolitana - RRHHSolution","Santiago - Maipú","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-marmitas-maipu-en-santiago-maipu-7EAEB62F9BBD35E9","RRHHSolution","Ayer, 10:25 am (actualizada)"
"Asistente de Operador. - Maipú en R.Metropolitana - RRHHSolution","Santiago - Maipú","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-operador-maipu-en-santiago-maipu-85F96E89A7580067","RRHHSolution","Ayer, 10:25 am (actualizada)"
"Técnico  electricista - Huechuraba en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Huechuraba","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-electricista-huechuraba-en-santiago-huechuraba-296481C86C414289","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:25 am (actualizada)"
"Operador/a de grúa - Sector  Lo  boza en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operadora-de-grua-sector-lo-boza-en-santiago-pudahuel-85DEA442F08396B2","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:26 am (actualizada)"
"Apoyo  Administrativo   - Copiapo en Atacama - Fuerza Laboral E.S.T. Ltda.","Copiapó","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-apoyo-administrativo--copiapo-en-copiapo-257655A64BC1F7E5","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:26 am (actualizada)"
"Operarios de Planta de Frutos - Maípú en R.Metropolitana - RRHHSolution","Santiago - Maipú","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operarios-de-planta-de-frutos-maipu-en-santiago-maipu-53B59318B263CECC","RRHHSolution","Ayer, 10:26 am (actualizada)"
"Analista de Bodega  - Sector Pudahuel  en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-bodega--sector-pudahuel--en-santiago-pudahuel-770C84B2B7DEB726","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:26 am (actualizada)"
"Conductor de Buses - Zona Centro en R.Metropolitana - RRHHSolution","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-conductor-de-buses-zona-centro-en-santiago-centro-2A842B8C99CDEC0B","RRHHSolution","Ayer, 10:26 am (actualizada)"
"Operario de bodega turno rotativo  - Sector Pudahuel  en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-bodega-turno-rotativo--sector-pudahuel--en-santiago-pudahuel-3636394A6E260AB4","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:26 am (actualizada)"
"contador general  - sector cerrillos en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Cerrillos","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-contador-general--sector-cerrillos-en-santiago-cerrillos-4B436405A1915C26","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:27 am (actualizada)"
"Operario de bodega  - sector cerrillos en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Cerrillos","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-bodega--sector-cerrillos-en-santiago-cerrillos-2602ADAFA4E173A1","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:27 am (actualizada)"
"Coordinador/a administrativo - sector Santiago Centro  en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-coordinadora-administrativo-sector-santiago-centro--en-santiago-centro-0024518F3AE38E8A","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:27 am (actualizada)"
"Apoyo Adminsitrativo part   time - Coyahique en Aisén del Gral. C. Ibáñez del Campo - Fuerza Laboral E.S.T. Ltda.","Coihaique","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-apoyo-adminsitrativo-part--time-coyahique-en-coihaique-081D272BE83371A6","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:26 am (actualizada)"
"Contador  Tributario - Conciliaciones bancarias en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Cerrillos","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-contador-tributario-conciliaciones-bancarias-en-santiago-cerrillos-073AC15841FD4B68","Fuerza Laboral E.S.T. Ltda.","Ayer, 09:51 am (actualizada)"
"Tecnico  electrico - Reparacion de  tableros en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Huechuraba","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-electrico-reparacion-de-tableros-en-santiago-huechuraba-910E2DE91C261776","Fuerza Laboral E.S.T. Ltda.","Ayer, 09:51 am (actualizada)"
"Asistente de Remuneraciones en R.Metropolitana - Cruz Verde","Santiago - Huechuraba","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-remuneraciones-en-santiago-huechuraba-5CFE82D62046F240","Cruz Verde","Ayer, 09:51 am (actualizada)"
"Auxiliar Aseo Penalolen  - Mantencion areas verdes piscinas camarines en R.Metropolitana - Incosec","Santiago - Peñalolén","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-aseo-penalolen--mantencion-areas-verdes-piscinas-camarines-en-santiago-penalolen-E36A182711D25C48","Incosec","Ayer, 09:53 am"
"Administrativo  Coordinador - de  Ruta   en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-coordinador-de-ruta--en-santiago-centro-E3A667A0D0108535","Fuerza Laboral E.S.T. Ltda.","Ayer, 09:54 am (actualizada)"
"Junior   - Sector  Universidad   de  Chle  en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-junior--sector-universidad--de-chle--en-santiago-centro-FF521E4A157D04A2","Fuerza Laboral E.S.T. Ltda.","Ayer, 09:54 am (actualizada)"
"Ejecutivo Atención Telefónica  en R.Metropolitana - Atcom","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-atencion-telefonica--en-santiago-centro-F014041E95A06375","Atcom","Ayer, 09:55 am"
"Auxiliar de Servicios - Turno 6*1, Disponibilidad Inmediata, Contrato a Plazo fijo, luego Contrato Indefinido. en Antofagasta - Servinpro spa","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-servicios-turno-61-disponibilidad-inmediata-contrato-a-plazo-fijo-luego-contrato-indefinido-en-antofagasta-B51BEC03974AD93E","Servinpro spa","14 julio"
"CHOFER OPERADOR A-4 o A2 (Antigua) - Chofer Operador camion limpiafosas en Antofagasta - Servinpro spa","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-chofer-operador-a4-o-a2-antigua-chofer-operador-camion-limpiafosas-en-antofagasta-9C3350ED58B12866","Servinpro spa","6 julio"
"Guardia de Seguridad - Tienda Calama en Antofagasta - Abcdin","Calama","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-guardia-de-seguridad-tienda-calama-en-calama-D1CECC38E4F2E08F","Abcdin","6 julio"
"Vendedor en terreno con experiencia en insumos para la construcción  - Lampa en R.Metropolitana - Mandomedio.com S.A.","Lampa","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-en-terreno-con-experiencia-en-insumos-para-la-construccion--lampa-en-lampa-DD869B5E1FAEAB42","Mandomedio.com S.A.","Ayer, 10:00 am (actualizada)"
"Técnico Soporte en Terreno Puerto Montt en Los Lagos - Atcom","Puerto Montt","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-soporte-en-terreno-puerto-montt-en-puerto-montt-9B6D6070728A92E9","Atcom","Ayer, 10:01 am"
"Relacionador Comercial Santiago CMR FALABELLA Sabado y Domingo en R.Metropolitana - A&B Gestion","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-relacionador-comercial-santiago-cmr-falabella-sabado-y-domingo-en-santiago-providencia-C0E8A7B4EB91C1F5","A&B Gestion","Ayer, 10:02 am (actualizada)"
"Asistente Técnico en Ruta / Cerrillos / Ex Uniformados. en R.Metropolitana - Incosec","Santiago - Cerrillos","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-tecnico-en-ruta-cerrillos-ex-uniformados-en-santiago-cerrillos-5F6E3FBAF362AC49","Incosec","Ayer, 10:02 am"
"Vendedor en Terreno para Rancagua - experiencia en lubricantes  en Libertador B. O Higgins - Mandomedio.com S.A.","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-en-terreno-para-rancagua-experiencia-en-lubricantes--en-rancagua-7E10BBFA7E67F63F","Mandomedio.com S.A.","Ayer, 10:00 am (actualizada)"
"Administrativo facturación - Conocimientos de Cobranza en Atacama -","Copiapó","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-facturacion-conocimientos-de-cobranza-en-copiapo-5BDA1AFECE47524D","","18 agosto"
"Nutricionista - Lunes a viernes en Atacama - Dmo-Foods Ltda","Copiapó","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-nutricionista-lunes-a-viernes-en-copiapo-539BB6FFC6FA21D8","Dmo-Foods Ltda","27 julio"
"Encargado de adquisiciones y recepción - conocimiento en softland (Ordenes De Compra) en Atacama - INGELCOP LTDA","Copiapó","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-de-adquisiciones-y-recepcion-conocimiento-en-softland-ordenes-de-compra-en-copiapo-F7D17A54C54D14A6","INGELCOP LTDA","Ayer, 08:13 am"
"Subjefe Quellón  - Subjefe o Subjefa retail en Los Lagos - Cruz Verde","Quellón","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-subjefe-quellon--subjefe-o-subjefa-retail-en-quellon-5952D39CBFD7FB05","Cruz Verde","Ayer, 10:03 am (actualizada)"
"Bodeguero Puerto Montt  - Retail  en Los Lagos - Cruz Verde","Puerto Montt","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-bodeguero-puerto-montt--retail--en-puerto-montt-2B2F8C431E520B1E","Cruz Verde","Ayer, 10:03 am (actualizada)"
"Bodeguero Ancud - Retail en Los Lagos - Cruz Verde","Ancud","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-bodeguero-ancud-retail-en-ancud-11A73E469691D50F","Cruz Verde","Ayer, 10:03 am (actualizada)"
"Vendedor con o sin experiencia Castro - Retail en Los Lagos - Cruz Verde","Castro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-con-o-sin-experiencia-castro-retail-en-castro-0325C30A4F2467A1","Cruz Verde","Ayer, 10:04 am (actualizada)"
"Vendedor con o sin experiencia Quellón - Retail en Los Lagos - Cruz Verde","Quellón","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-con-o-sin-experiencia-quellon-retail-en-quellon-2132B30FC7FCFDA8","Cruz Verde","Ayer, 10:04 am (actualizada)"
"Operario de Bodega - Melipilla en R.Metropolitana - Cruz Verde","Santiago - Macul","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-bodega-melipilla-en-santiago-macul-84268EE1174B9E00","Cruz Verde","Ayer, 10:04 am (actualizada)"
"Cocinero/a -  De lunes a sabados en R.Metropolitana - R y R Inversiones Limitada","Santiago - Ñuñoa","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cocineroa--de-lunes-a-sabados-en-santiago-nunoa-0FBD6B27F04C55BB","R y R Inversiones Limitada","Ayer, 10:14 am"
"Albanil o técnico en mantención - Santiago en R.Metropolitana - HR Consulting","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-albanil-o-tecnico-en-mantencion-santiago-en-santiago-centro-08AA7D40602EF232","HR Consulting","Ayer, 10:15 am"
"Contador general - Huechuraba en R.Metropolitana - Cruz Verde","Santiago - Huechuraba","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-contador-general-huechuraba-en-santiago-huechuraba-776206751A97C24B","Cruz Verde","Ayer, 10:19 am"
"Bodeguero Reponedor - Comunas Sector Norte de Santiago en R.Metropolitana - Cruz Verde","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-bodeguero-reponedor-comunas-sector-norte-de-santiago-en-santiago-pudahuel-6A46997E117D5C0B","Cruz Verde","Ayer, 10:04 am (actualizada)"
"Promotor Linea Blanca Sector Oriente - Promotores vendedores full time Línea Blanca en multitiendas. en R.Metropolitana - Segead EST","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-linea-blanca-sector-oriente-promotores-vendedores-full-time-linea-blanca-en-multitiendas-en-santiago-las-condes-F4D56B427F845FF7","Segead EST","Ayer, 10:13 am (actualizada)"
"Activador de Negocios - División Educación en R.Metropolitana - Arquimed Ltda.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-activador-de-negocios-division-educacion-en-santiago-centro-C8669CD68BC1A6EC","Arquimed Ltda.","Ayer, 10:16 am (actualizada)"
"Ingeniero de Software Java en R.Metropolitana - Imagemaker IT","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-software-java-en-santiago-providencia-575C566440268EFF","Imagemaker IT","Ayer, 10:17 am (actualizada)"
"ASISTENTE COMERCIAL OVALLE - MANPOWER IV REGION en Coquimbo - Manpower Chile","Ovalle","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-comercial-ovalle-manpower-iv-region-en-ovalle-92F92D1668DE1946","Manpower Chile","2 julio"
"GUARDIA para Puente Alto en R.Metropolitana - Cruz Verde","Puente Alto","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-guardia-para-puente-alto-en-puente-alto-770DC4CF08EB37E0","Cruz Verde","Ayer, 10:21 am (actualizada)"
"Promotor Part Time Malls Las Condes - Promotores part time Línea Blanca en multitiendas en Las Condes. en R.Metropolitana - Segead EST","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-part-time-malls-las-condes-promotores-part-time-linea-blanca-en-multitiendas-en-las-condes-en-santiago-las-condes-457DF3662F08590B","Segead EST","Ayer, 10:21 am (actualizada)"
"GUARDIA para La Florida en R.Metropolitana - Cruz Verde","Santiago - La Florida","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-guardia-para-la-florida-en-santiago-la-florida-EDF388B97446A34E","Cruz Verde","Ayer, 10:22 am (actualizada)"
"Promotor Part Time Parque Arauco - Promotor Part Time Línea Blanca Coreana en R.Metropolitana - Segead EST","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-part-time-parque-arauco-promotor-part-time-linea-blanca-coreana-en-santiago-las-condes-97A273BA230216C8","Segead EST","Ayer, 10:23 am (actualizada)"
"Analista Contable - Las Condes en R.Metropolitana - RRHHSolution","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-analista-contable-las-condes-en-santiago-las-condes-84708D23C6BB2D30","RRHHSolution","Ayer, 10:23 am (actualizada)"
"Promotor Full Time San Bernardo - Promotor Full Time Retail Linea Blanca Coreana en R.Metropolitana - Segead EST","San Bernardo","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-full-time-san-bernardo-promotor-full-time-retail-linea-blanca-coreana-en-san-bernardo-93D3DA4C8D2399D7","Segead EST","Ayer, 10:24 am (actualizada)"
"Promotores de Reclutamiento de Personal en Terreno - Santiago en R.Metropolitana - RRHHSolution","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotores-de-reclutamiento-de-personal-en-terreno-santiago-en-santiago-centro-02CB864E351CC4E7","RRHHSolution","Ayer, 10:24 am (actualizada)"
"Técnico de Terreno - Electrónico, Eléctrico, Informático o similares / Puerto Montt. en Los Lagos - Incosec","Puerto Montt","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-terreno-electronico-electrico-informatico-o-similares-puerto-montt-en-puerto-montt-85819A80EAA5C7BF","Incosec","4 agosto"
"Tecnico Regional - Con Experiencia en Los Lagos - Geositel Ltda","Puerto Montt","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-regional-con-experiencia-en-puerto-montt-866297CFB29FB242","Geositel Ltda","3 agosto"
"Practica en telecomunicaciones, tecnicos electrónico/electricistas, redes u otra carrera a fin.  - Práctica profesional en Los Lagos - FRAX BIOMETRÍA LTDA.","Puerto Montt","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-practica-en-telecomunicaciones-tecnicos-electronicoelectricistas-redes-u-otra-carrera-a-fin--practica-profesional-en-puerto-montt-58CB797F2325416F","FRAX BIOMETRÍA LTDA.","27 julio"
"Apoyo Administrativo  - Antofagasta  en Antofagasta - Fuerza Laboral E.S.T. Ltda.","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-apoyo-administrativo--antofagasta--en-antofagasta-69F7542462D94BAC","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:24 am (actualizada)"
"Vendedor de ferreteria en Libertador B. O Higgins - Punto Maestro","Rengo","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-de-ferreteria-en-rengo-A0C6C50245E556B4","Punto Maestro","3 agosto"
"Ejecutivo de Venta Empresa Rancagua en Libertador B. O Higgins - Team-Work","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-venta-empresa-rancagua-en-rancagua-3F0CEB79F0BB191E","Team-Work","24 julio"
"Conductores Metro de Santiago.  - Ingreso a curso Octubre 2015. en R.Metropolitana - RRHHSolution","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-conductores-metro-de-santiago--ingreso-a-curso-octubre-2015-en-santiago-centro-D446726912A6E6AE","RRHHSolution","Ayer, 10:24 am (actualizada)"
"Contador General  - sector cerrillos en R.Metropolitana - Fuerza Laboral E.S.T. Ltda.","Santiago - Cerrillos","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-contador-general--sector-cerrillos-en-santiago-cerrillos-EBB6A0CDF14A668C","Fuerza Laboral E.S.T. Ltda.","Ayer, 10:24 am (actualizada)"
"Buscamos Emprendedores en Libertador B. O Higgins - Lanix ERP","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-buscamos-emprendedores-en-rancagua-47DA146850B824C7","Lanix ERP","7 agosto"
"Buscamos Emprendedores en Los Ríos - Lanix ERP","Valdivia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-buscamos-emprendedores-en-valdivia-D2147B92E1DB2232","Lanix ERP","7 agosto"
"Relacionador Comercial CMR Falabella - Sábado y domingo en Los Lagos - A&B Gestion","Osorno","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-relacionador-comercial-cmr-falabella-sabado-y-domingo-en-osorno-C96B7B1B919F4408","A&B Gestion","23 agosto (actualizada)"
"vendedora administrativa - cargo local comercial en Los Lagos - Libreria Multilibros","Osorno","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-administrativa-cargo-local-comercial-en-osorno-D4F88B23F6BAEEDD","Libreria Multilibros","10 julio"
"Gastronomia Peruana - Experiencia Comprobable en R.Metropolitana - Tokyo Limeño Delivery","Santiago - Ñuñoa","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-gastronomia-peruana-experiencia-comprobable-en-santiago-nunoa-1795547262704F7A","Tokyo Limeño Delivery","6 julio"
"Ayudante de Cocina en R.Metropolitana - Perfila Consultora","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-cocina-en-santiago-las-condes-9CB0E6B0A39CD2F5","Perfila Consultora","3 julio"
"Ayudante de cocina en R.Metropolitana - DONDE LA FLO","Santiago - Ñuñoa","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-cocina-en-santiago-nunoa-72CF8AFC296F0A8E","DONDE LA FLO","2 julio"
"MAESTRO DE COCINA en Puerto Montt en Los Lagos - Soser S.A","Puerto Montt","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-maestro-de-cocina-en-puerto-montt-en-puerto-montt-F4702946AF0A9085","Soser S.A","9 julio"
"Community Manager / Redactor Creativo en R.Metropolitana - Estudio Suma S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-community-manager-redactor-creativo-en-santiago-providencia-6C2A58341C85A07F","Estudio Suma S.A.","23 julio"
"Ingeniera/o Comercial - Energía e Industria en R.Metropolitana - Consultoria Colombiana S.A. Agencia en Chile","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ingenierao-comercial-energia-e-industria-en-santiago-providencia-C01233499A1B57BD","Consultoria Colombiana S.A. Agencia en Chile","24 julio"
"Periodista / Marketing / Redes Sociales  en R.Metropolitana - Soluciones de Diseño Integral S.A. (KANKA Corp.)","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-periodista-marketing-redes-sociales--en-santiago-las-condes-76F08A2D9A60B52A","Soluciones de Diseño Integral S.A. (KANKA Corp.)","16 julio"
"Promotores (as) vendedores experiencia en retail - Tarde del Viernes, Sábado y Domingo todo el día  en R.Metropolitana - Segead EST","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotores-as-vendedores-experiencia-en-retail-tarde-del-viernes-sabado-y-domingo-todo-el-dia--en-santiago-centro-F407D04145DFCDFA","Segead EST","Ayer, 10:24 am (actualizada)"
"Jefe de Planta en empresa agroquímica - Ovalle en Coquimbo - Entrepersonas Consultores","Ovalle","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-planta-en-empresa-agroquimica-ovalle-en-ovalle-1564B1A77649EE65","Entrepersonas Consultores","16 julio"
